,BusinessName,DateOfInspection,FullAddress,HealthFacilityIDNumber,InspectionIDNumber,InspectionScore,InspectionType,Latitude,Longitude
12471,THE LOOP,04/24/2017,606 WASHINGTON AVE N,LIC34453,193345,92,Follow-Up,44.98744,-93.27588
12474,THE LOOP,04/26/2019,606 WASHINGTON AVE N,LIC34453,247396,94,Routine,44.98744,-93.27588
12481,THE LOOP,05/04/2018,606 WASHINGTON AVE N,LIC34453,247397,92,Follow-Up,44.98744,-93.27588
12485,MARHABA,02/14/2017,2801 NICOLLET AVE,LIC48881,55242,94,Routine,44.95164,-93.2775
12493,MARHABA,02/15/2018,2801 NICOLLET AVE,LIC48881,190989,96,Routine,44.95164,-93.2775
12497,MARHABA,02/14/2019,2801 NICOLLET AVE,LIC48881,243093,98,Routine,44.95164,-93.2775
12502,TAILGATE SPORTS CAFE/PATTY WAGON,01/12/2017,6042 NICOLLET AVE,LIC35763,31662,100,Follow-Up,44.89265,-93.27851
12505,TAILGATE SPORTS CAFE/PATTY WAGON,08/16/2017,6042 NICOLLET AVE,LIC35763,31663,86,Routine,44.89265,-93.27851
12516,TAILGATE SPORTS CAFE/PATTY WAGON,08/31/2018,6042 NICOLLET AVE,LIC35763,217878,92,Routine,44.89265,-93.27851
12521,TAILGATE SPORTS CAFE/PATTY WAGON,08/28/2019,6042 NICOLLET AVE,LIC35763,269638,94,Routine,44.89265,-93.27851
12533,TAILGATE SPORTS CAFE/PATTY WAGON,10/16/2018,6042 NICOLLET AVE,LIC35763,270497,100,Follow-Up,44.89265,-93.27851
12535,BAGU SUSHI AND THAI,05/07/2018,4741 CHICAGO AVE,LIC367071,249152,74,Routine,44.91632,-93.26224
12553,BAGU SUSHI AND THAI,06/17/2019,4741 CHICAGO AVE,LIC367071,249186,82,Routine,44.91632,-93.26224
12570,BAGU SUSHI AND THAI,07/09/2018,4741 CHICAGO AVE,LIC367071,249187,84,Follow-Up,44.91632,-93.26224
12582,BAGU SUSHI AND THAI,08/30/2018,4741 CHICAGO AVE,LIC367071,254167,88,Follow-Up,44.91632,-93.26224
12594,BAGU SUSHI AND THAI,10/29/2018,4741 CHICAGO AVE,LIC367071,270236,94,Follow-Up,44.91632,-93.26224
12601,BAGU SUSHI AND THAI,12/27/2018,4741 CHICAGO AVE,LIC367071,278865,94,Follow-Up,44.91632,-93.26224
12608,BAGU SUSHI AND THAI,05/17/2019,4741 CHICAGO AVE,LIC367071,287130,98,Follow-Up,44.91632,-93.26224
12614,BAGU SUSHI AND THAI,11/21/2019,4741 CHICAGO AVE,LIC367071,314664,84,Follow-Up,44.91632,-93.26224
12631,BAGU SUSHI AND THAI,12/05/2019,4741 CHICAGO AVE,LIC367071,337693,96,Follow-Up,44.91632,-93.26224
12641,PAD GA POW,05/18/2017,811 LASALLE AVE #207,LIC26005,14669,64,Routine,44.97592,-93.27444
12657,PAD GA POW,04/25/2018,811 LASALLE AVE #207,LIC26005,199898,100,Routine,44.97592,-93.27444
12663,PAD GA POW,06/14/2017,811 LASALLE AVE #207,LIC26005,199899,94,Follow-Up,44.97592,-93.27444
12667,PAD GA POW,03/18/2019,811 LASALLE AVE #207,LIC26005,249138,100,Routine,44.97592,-93.27444
12670,MONTE CARLO,10/20/2017,219 3RD AVE N,LIC36968,34480,88,Routine,44.98471,-93.27169
12677,MONTE CARLO,10/30/2018,219 3RD AVE N,LIC36968,231201,90,Routine,44.98471,-93.27169
12684,MONTE CARLO,11/27/2017,219 3RD AVE N,LIC36968,231202,92,Follow-Up,44.98471,-93.27169
12689,MONTE CARLO,02/13/2018,219 3RD AVE N,LIC36968,233938,92,Follow-Up,44.98471,-93.27169
12693,MONTE CARLO,10/23/2019,219 3RD AVE N,LIC36968,278323,80,Routine,44.98471,-93.27169
12704,MONTE CARLO,05/04/2019,219 3RD AVE N,LIC36968,278324,100,Follow-Up,44.98471,-93.27169
12706,MONTE CARLO,11/22/2019,219 3RD AVE N,LIC36968,334505,96,Follow-Up,44.98471,-93.27169
12707,NORMANDY KITCHEN,02/01/2017,405 8TH ST S,LIC34502,30146,86,Routine,44.97315,-93.26743
12717,NORMANDY KITCHEN,02/07/2018,405 8TH ST S,LIC34502,189765,94,Routine,44.97315,-93.26743
12723,NORMANDY KITCHEN,03/27/2017,405 8TH ST S,LIC34502,190596,100,Follow-Up,44.97315,-93.26743
12725,NORMANDY KITCHEN,02/13/2019,405 8TH ST S,LIC34502,242963,88,Routine,44.97315,-93.26743
12733,NORMANDY KITCHEN,03/26/2019,405 8TH ST S,LIC34502,298684,96,Follow-Up,44.97315,-93.26743
12735,LAKE HARRIET PIZZA,01/24/2017,5009 PENN AVE S,LIC33205,27596,100,Routine,44.91194,-93.30832
12742,LAKE HARRIET PIZZA,02/13/2018,5009 PENN AVE S,LIC33205,189462,92,Routine,44.91194,-93.30832
12753,LAKE HARRIET PIZZA,02/28/2019,5009 PENN AVE S,LIC33205,243387,88,Routine,44.91194,-93.30832
12761,LAKE HARRIET PIZZA,04/12/2018,5009 PENN AVE S,LIC33205,243388,100,Follow-Up,44.91194,-93.30832
12762,LAKE HARRIET PIZZA,04/17/2019,5009 PENN AVE S,LIC33205,302212,100,Follow-Up,44.91194,-93.30832
12763,ZELINO,07/12/2017,831 NICOLLET MALL,LIC34168,29397,100,Routine,44.97499,-93.27322
12764,ZELINO,07/12/2018,831 NICOLLET MALL,LIC34168,205118,96,Routine,44.97499,-93.27322
12765,ZELINO,07/09/2019,831 NICOLLET MALL,LIC34168,254522,96,Routine,44.97499,-93.27322
12767,GARDENS OF SALONICA,06/27/2017,19 5TH ST NE,LIC48277,54232,86,Routine,44.98971,-93.25346
12782,GARDENS OF SALONICA,07/11/2018,19 5TH ST NE,LIC48277,203616,94,Routine,44.98971,-93.25346
12792,GARDENS OF SALONICA,08/11/2017,19 5TH ST NE,LIC48277,203617,96,Follow-Up,44.98971,-93.25346
12795,GARDENS OF SALONICA,07/11/2019,19 5TH ST NE,LIC48277,254711,92,Routine,44.98971,-93.25346
12813,GARDENS OF SALONICA,09/07/2018,19 5TH ST NE,LIC48277,254712,100,Follow-Up,44.98971,-93.25346
12818,TOOTIES ON LOWRY,01/12/2018,2706 LOWRY AVE N,LIC38155,36824,94,Routine,45.01345,-93.31498
12825,TOOTIES ON LOWRY,12/20/2018,2706 LOWRY AVE N,LIC38155,238079,76,Routine,45.01345,-93.31498
12837,TOOTIES ON LOWRY,02/14/2018,2706 LOWRY AVE N,LIC38155,238080,100,Follow-Up,45.01345,-93.31498
12840,TOOTIES ON LOWRY,12/16/2019,2706 LOWRY AVE N,LIC38155,287862,90,Routine,45.01345,-93.31498
12854,TOOTIES ON LOWRY,02/14/2019,2706 LOWRY AVE N,LIC38155,287863,94,Follow-Up,45.01345,-93.31498
12858,SPROUT SALAD COMPANY,04/04/2017,555 NICOLLET MALL #295,LIC37851,36315,88,Routine,44.97817,-93.2706
12871,SPROUT SALAD COMPANY,04/04/2018,555 NICOLLET MALL #295,LIC37851,194441,94,Routine,44.97817,-93.2706
12889,SPROUT SALAD COMPANY,04/25/2017,555 NICOLLET MALL #295,LIC37851,194442,98,Follow-Up,44.97817,-93.2706
12892,SPROUT SALAD COMPANY,03/25/2019,555 NICOLLET MALL #295,LIC37851,247423,96,Routine,44.97817,-93.2706
12901,SPROUT SALAD COMPANY,05/31/2018,555 NICOLLET MALL #295,LIC37851,247424,98,Follow-Up,44.97817,-93.2706
12908,SPROUT SALAD COMPANY,07/24/2018,555 NICOLLET MALL #295,LIC37851,251666,100,Follow-Up,44.97817,-93.2706
12912,SPROUT SALAD COMPANY,05/02/2019,555 NICOLLET MALL #295,LIC37851,308361,96,Follow-Up,44.97817,-93.2706
12920,SPROUT SALAD COMPANY,05/29/2019,555 NICOLLET MALL #295,LIC37851,309885,100,Follow-Up,44.97817,-93.2706
12922,BURRIGATO,01/02/2018,314 15TH AVE SE,LIC343906,205633,88,Routine,44.97925,-93.23444
12931,BURRIGATO,01/04/2019,314 15TH AVE SE,LIC343906,237440,96,Routine,44.97925,-93.23444
12940,BURRIGATO,02/27/2018,314 15TH AVE SE,LIC343906,237441,96,Follow-Up,44.97925,-93.23444
12943,BURRIGATO,01/08/2020,314 15TH AVE SE,LIC343906,286944,90,Routine,44.97925,-93.23444
12954,MCKINNEY ROE,05/22/2018,530 4TH ST S #TRACT B,LIC52373,246939,74,Routine,44.97695,-93.26203
12967,MCKINNEY ROE,05/23/2019,530 4TH ST S #TRACT B,LIC52373,251466,76,Routine,44.97695,-93.26203
12988,MCKINNEY ROE,07/12/2018,530 4TH ST S #TRACT B,LIC52373,251467,88,Follow-Up,44.97695,-93.26203
12996,MCKINNEY ROE,09/11/2018,530 4TH ST S #TRACT B,LIC52373,254449,96,Follow-Up,44.97695,-93.26203
13000,MCKINNEY ROE,07/15/2019,530 4TH ST S #TRACT B,LIC52373,312782,92,Follow-Up,44.97695,-93.26203
13017,AMYS CLASSIC CONFECTIONS,06/11/2018,625 MARQUETTE AVE #230,LIC23915,10489,100,Routine,44.97642,-93.27017
13021,LA LOMA TAMALES,01/30/2017,608 2ND AVE S #164,LIC29339,21284,86,Routine,44.97664,-93.26943
13028,LA LOMA TAMALES,02/13/2018,608 2ND AVE S #164,LIC29339,189706,100,Routine,44.97664,-93.26943
13029,LA LOMA TAMALES,03/17/2017,608 2ND AVE S #164,LIC29339,190572,92,Follow-Up,44.97664,-93.26943
13033,LA LOMA TAMALES,04/24/2017,608 2ND AVE S #164,LIC29339,193115,100,Follow-Up,44.97664,-93.26943
13034,LA LOMA TAMALES,02/15/2019,608 2ND AVE S #164,LIC29339,242805,100,Routine,44.97664,-93.26943
13035,TRUFFLE HILL CHOCOLATES,01/08/2019,120 6TH ST S,LIC374012,279827,100,Routine,44.97736,-93.26875
13037,CROWNE PLAZA NORTHSTAR,02/01/2017,618 2ND AVE S,LIC43875,46061,90,Routine,44.97622,-93.26974
13043,CROWNE PLAZA NORTHSTAR,02/14/2018,618 2ND AVE S,LIC43875,189900,74,Routine,44.97622,-93.26974
13055,CROWNE PLAZA NORTHSTAR,03/17/2017,618 2ND AVE S,LIC43875,190563,96,Follow-Up,44.97622,-93.26974
13057,CROWNE PLAZA NORTHSTAR,02/12/2019,618 2ND AVE S,LIC43875,242982,90,Routine,44.97622,-93.26974
13065,CROWNE PLAZA NORTHSTAR,03/16/2018,618 2ND AVE S,LIC43875,242983,90,Follow-Up,44.97622,-93.26974
13069,CROWNE PLAZA NORTHSTAR,03/26/2019,618 2ND AVE S,LIC43875,297621,100,Follow-Up,44.97622,-93.26974
13074,CROWNE PLAZA - KRONA BAR & GRILL,02/01/2017,618 2ND AVE S,LIC43876,46063,98,Routine,44.97622,-93.26974
13077,CROWNE PLAZA - KRONA BAR & GRILL,02/14/2018,618 2ND AVE S,LIC43876,189934,96,Routine,44.97622,-93.26974
13082,CROWNE PLAZA - KRONA BAR & GRILL,02/12/2019,618 2ND AVE S,LIC43876,242957,100,Routine,44.97622,-93.26974
13086,CROWNE PLAZA - EXECUTIVE LOUNGE,06/28/2017,618 2ND AVE S,LIC43877,46079,100,Routine,44.97622,-93.26974
13087,CROWNE PLAZA - EXECUTIVE LOUNGE,02/14/2018,618 2ND AVE S,LIC43877,202678,94,Routine,44.97622,-93.26974
13089,CROWNE PLAZA - EXECUTIVE LOUNGE,02/12/2019,618 2ND AVE S,LIC43877,285801,98,Routine,44.97622,-93.26974
13092,BONA RESTAURANT,07/11/2017,815 WASHINGTON AVE SE,LIC43405,45230,76,Routine,44.97385,-93.22626
13110,BONA RESTAURANT,07/23/2018,815 WASHINGTON AVE SE,LIC43405,203850,70,Routine,44.97385,-93.22626
13129,BONA RESTAURANT,08/03/2017,815 WASHINGTON AVE SE,LIC43405,203851,96,Follow-Up,44.97385,-93.22626
13134,BONA RESTAURANT,07/23/2019,815 WASHINGTON AVE SE,LIC43405,255600,90,Routine,44.97385,-93.22626
13143,BONA RESTAURANT,08/10/2018,815 WASHINGTON AVE SE,LIC43405,255601,92,Follow-Up,44.97385,-93.22626
13154,BONA RESTAURANT,08/16/2018,815 WASHINGTON AVE SE,LIC43405,265003,94,Follow-Up,44.97385,-93.22626
13157,BONA RESTAURANT,08/29/2019,815 WASHINGTON AVE SE,LIC43405,320414,100,Follow-Up,44.97385,-93.22626
13158,MONELLO / CONSTANTINE,11/13/2017,1115 2ND AVE S #LOWER,LIC33693,125014,82,Routine,44.97139,-93.27267
13173,MONELLO / CONSTANTINE,01/27/2017,1115 2ND AVE S #LOWER,LIC33693,125015,96,Follow-Up,44.97139,-93.27267
13176,MONELLO / CONSTANTINE,12/11/2018,1115 2ND AVE S #LOWER,LIC33693,233391,92,Routine,44.97139,-93.27267
13179,MONELLO / CONSTANTINE,12/20/2017,1115 2ND AVE S #LOWER,LIC33693,233392,96,Follow-Up,44.97139,-93.27267
13181,MONELLO / CONSTANTINE,12/12/2019,1115 2ND AVE S #LOWER,LIC33693,281411,84,Routine,44.97139,-93.27267
13197,MONELLO / CONSTANTINE,01/10/2020,1115 2ND AVE S #LOWER,LIC33693,339577,96,Follow-Up,44.97139,-93.27267
13203,LEGENDARY SPICE,02/23/2018,317 HURON BLVD SE,LIC364600,243479,56,Routine,44.97321,-93.22313
13214,LEGENDARY SPICE,03/12/2019,317 HURON BLVD SE,LIC364600,243640,64,Routine,44.97321,-93.22313
13215,LEGENDARY SPICE,04/23/2018,317 HURON BLVD SE,LIC364600,243641,92,Follow-Up,44.97321,-93.22313
13216,LEGENDARY SPICE,05/13/2019,317 HURON BLVD SE,LIC364600,304716,84,Follow-Up,44.97321,-93.22313
13225,SMITH & PORTER/PORTER CAFE,06/06/2018,428 2ND ST S,LIC360804,232448,88,Routine,44.98046,-93.26096
13231,SMITH & PORTER/PORTER CAFE,12/05/2019,428 2ND ST S,LIC360804,252258,80,Routine,44.98046,-93.26096
13247,SMITH & PORTER/PORTER CAFE,08/03/2018,428 2ND ST S,LIC360804,252259,96,Follow-Up,44.98046,-93.26096
13250,SMITH & PORTER/PORTER CAFE,01/09/2020,428 2ND ST S,LIC360804,338370,98,Follow-Up,44.98046,-93.26096
13254,SUSHI TANGO,01/12/2017,3001 HENNEPIN AVE,LIC49938,58034,88,Routine,44.94743,-93.29732
13272,SUSHI TANGO,01/19/2018,3001 HENNEPIN AVE,LIC49938,181423,64,Routine,44.94743,-93.29732
13297,SUSHI TANGO,04/06/2017,3001 HENNEPIN AVE,LIC49938,181424,96,Follow-Up,44.94743,-93.29732
13307,SUSHI TANGO,05/26/2017,3001 HENNEPIN AVE,LIC49938,194736,100,Follow-Up,44.94743,-93.29732
13312,SUSHI TANGO,01/18/2019,3001 HENNEPIN AVE,LIC49938,241526,88,Routine,44.94743,-93.29732
13321,SUSHI TANGO,03/30/2018,3001 HENNEPIN AVE,LIC49938,241527,90,Follow-Up,44.94743,-93.29732
13330,SUSHI TANGO,05/25/2018,3001 HENNEPIN AVE,LIC49938,247497,92,Follow-Up,44.94743,-93.29732
13335,SUSHI TANGO,07/13/2018,3001 HENNEPIN AVE,LIC49938,251961,96,Follow-Up,44.94743,-93.29732
13338,SUSHI TANGO,03/08/2019,3001 HENNEPIN AVE,LIC49938,293740,100,Follow-Up,44.94743,-93.29732
13390,KINDEE,01/02/2018,719 2ND ST S,LIC25373,181033,96,Routine,44.97796,-93.25735
13393,KINDEE,01/02/2019,719 2ND ST S,LIC25373,237293,86,Routine,44.97796,-93.25735
13401,KINDEE,04/24/2019,719 2ND ST S,LIC25373,287084,100,Follow-Up,44.97796,-93.25735
13402,MEMORY LANES,10/06/2017,2520 26TH AVE S,LIC52495,62741,84,Routine,44.95644,-93.23513
13418,MEMORY LANES,10/30/2018,2520 26TH AVE S,LIC52495,228825,92,Routine,44.95644,-93.23513
13425,MEMORY LANES,11/21/2017,2520 26TH AVE S,LIC52495,228826,96,Follow-Up,44.95644,-93.23513
13431,MEMORY LANES,10/30/2019,2520 26TH AVE S,LIC52495,277869,96,Routine,44.95644,-93.23513
13438,MEMORY LANES,01/04/2019,2520 26TH AVE S,LIC52495,277870,92,Follow-Up,44.95644,-93.23513
13443,MEMORY LANES,02/27/2019,2520 26TH AVE S,LIC52495,286820,100,Follow-Up,44.95644,-93.23513
13478,PARKWAY THEATER,03/06/2019,4814 CHICAGO AVE,LIC363205,275529,86,Routine,44.9156,-93.26304
13489,PARKWAY THEATER,05/15/2019,4814 CHICAGO AVE,LIC363205,303967,100,Follow-Up,44.9156,-93.26304
13492,EL CAFE RESTAURANTE Y BAR,11/01/2018,4820 CHICAGO AVE,LIC363329,247307,76,Routine,44.9154,-93.26303
13514,EL CAFE RESTAURANTE Y BAR,12/06/2019,4820 CHICAGO AVE,LIC363329,279670,88,Routine,44.9154,-93.26303
13529,EL CAFE RESTAURANTE Y BAR,01/10/2019,4820 CHICAGO AVE,LIC363329,279671,98,Follow-Up,44.9154,-93.26303
13538,R A MACSAMMY'S  ELBOW ROOM,09/26/2018,735 48TH ST E,LIC369532,255638,76,Routine,44.91592,-93.26318
13555,R A MACSAMMY'S  ELBOW ROOM,10/29/2019,735 48TH ST E,LIC369532,275312,92,Routine,44.91592,-93.26318
13569,R A MACSAMMY'S  ELBOW ROOM,11/14/2018,735 48TH ST E,LIC369532,275313,96,Follow-Up,44.91592,-93.26318
13577,CHOMPED GRILL,07/22/2019,735 48TH ST E,LIC379003,311411,100,Routine,44.91592,-93.26318
13578,RESTAURANT LEVAIN-PIZZA BIGA,03/29/2017,4762 CHICAGO AVE,LIC42151,43250,92,Routine,44.9164,-93.26303
13587,RESTAURANT LEVAIN-PIZZA BIGA,05/03/2018,4762 CHICAGO AVE,LIC42151,195186,78,Routine,44.9164,-93.26303
13615,RESTAURANT LEVAIN-PIZZA BIGA,04/25/2017,4762 CHICAGO AVE,LIC42151,195187,96,Follow-Up,44.9164,-93.26303
13618,RESTAURANT LEVAIN-PIZZA BIGA,05/23/2019,4762 CHICAGO AVE,LIC42151,249366,84,Routine,44.9164,-93.26303
13635,RESTAURANT LEVAIN-PIZZA BIGA,06/28/2018,4762 CHICAGO AVE,LIC42151,249367,92,Follow-Up,44.9164,-93.26303
13644,RESTAURANT LEVAIN-PIZZA BIGA,09/13/2018,4762 CHICAGO AVE,LIC42151,254139,100,Follow-Up,44.9164,-93.26303
13645,RESTAURANT LEVAIN-PIZZA BIGA,07/22/2019,4762 CHICAGO AVE,LIC42151,313112,100,Follow-Up,44.9164,-93.26303
13647,KEN AND NORM'S LIQUOR,06/05/2018,4801 CHICAGO AVE,LIC52120,61940,100,Routine,44.91588,-93.26238
13648,ANDREA PIZZA,07/12/2017,811 LASALLE AVE #SUITE 202,LIC23940,10606,96,Routine,44.97592,-93.27444
13653,ANDREA PIZZA,01/16/2019,811 LASALLE AVE #SUITE 202,LIC23940,204007,88,Routine,44.97592,-93.27444
13660,ANDREA PIZZA,02/14/2019,811 LASALLE AVE #SUITE 202,LIC23940,290814,100,Follow-Up,44.97592,-93.27444
13663,BRIM,01/02/2019,2919 KNOX AVE S,LIC367876,277942,92,Routine,44.94858,-93.30461
13666,BRIM,01/07/2020,2919 KNOX AVE S,LIC367876,286877,94,Routine,44.94858,-93.30461
13672,CHRIS & ROBS CHICAGOS TASTE AUTHORITY,02/05/2018,3101 42ND ST E,LIC35673,180844,100,Routine,44.92668,-93.22671
13673,CHRIS & ROBS CHICAGOS TASTE AUTHORITY,02/22/2017,3101 42ND ST E,LIC35673,180845,100,Follow-Up,44.92668,-93.22671
13674,CHRIS & ROBS CHICAGOS TASTE AUTHORITY,02/27/2019,3101 42ND ST E,LIC35673,242171,96,Routine,44.92668,-93.22671
13681,SORRENTO CUCINA,07/11/2017,625 MARQUETTE AVE #234,LIC34384,29810,70,Routine,44.97642,-93.27017
13700,SORRENTO CUCINA,07/18/2018,625 MARQUETTE AVE #234,LIC34384,203838,82,Routine,44.97642,-93.27017
13712,SORRENTO CUCINA,08/30/2017,625 MARQUETTE AVE #234,LIC34384,203839,96,Follow-Up,44.97642,-93.27017
13716,SORRENTO CUCINA,07/18/2019,625 MARQUETTE AVE #234,LIC34384,255591,90,Routine,44.97642,-93.27017
13725,SORRENTO CUCINA,08/27/2018,625 MARQUETTE AVE #234,LIC34384,255592,98,Follow-Up,44.97642,-93.27017
13731,SORRENTO CUCINA,09/09/2019,625 MARQUETTE AVE #234,LIC34384,316361,92,Follow-Up,44.97642,-93.27017
13738,MAYSLACKS POLKA LOUNGE,06/07/2017,1428 4TH ST NE,LIC52287,62232,84,Routine,45.00285,-93.26184
13749,MAYSLACKS POLKA LOUNGE,06/07/2018,1428 4TH ST NE,LIC52287,201167,90,Routine,45.00285,-93.26184
13762,MAYSLACKS POLKA LOUNGE,06/13/2017,1428 4TH ST NE,LIC52287,201168,100,Follow-Up,45.00285,-93.26184
13768,MAYSLACKS POLKA LOUNGE,06/10/2019,1428 4TH ST NE,LIC52287,252682,92,Routine,45.00285,-93.26184
13773,MAYSLACKS POLKA LOUNGE,07/16/2018,1428 4TH ST NE,LIC52287,253166,92,Follow-Up,45.00285,-93.26184
13782,MAYSLACKS POLKA LOUNGE,08/15/2018,1428 4TH ST NE,LIC52287,261235,100,Follow-Up,45.00285,-93.26184
13786,CAMDI RESTAURANTS,06/08/2017,1325 4TH ST SE,LIC24381,11379,74,Routine,44.98097,-93.23602
13808,CAMDI RESTAURANTS,06/21/2018,1325 4TH ST SE,LIC24381,201993,84,Routine,44.98097,-93.23602
13824,CAMDI RESTAURANTS,08/02/2017,1325 4TH ST SE,LIC24381,201994,74,Follow-Up,44.98097,-93.23602
13842,CAMDI RESTAURANTS,10/26/2017,1325 4TH ST SE,LIC24381,213751,94,Follow-Up,44.98097,-93.23602
13852,CAMDI RESTAURANTS,12/21/2017,1325 4TH ST SE,LIC24381,231962,98,Follow-Up,44.98097,-93.23602
13858,CAMDI RESTAURANTS,06/27/2019,1325 4TH ST SE,LIC24381,254110,82,Routine,44.98097,-93.23602
13879,CAMDI RESTAURANTS,08/15/2018,1325 4TH ST SE,LIC24381,254111,98,Follow-Up,44.98097,-93.23602
13890,CAMDI RESTAURANTS,10/16/2018,1325 4TH ST SE,LIC24381,266291,98,Follow-Up,44.98097,-93.23602
13898,CAMDI RESTAURANTS,08/14/2019,1325 4TH ST SE,LIC24381,315036,92,Follow-Up,44.98097,-93.23602
13911,DONG HAE KOREAN GRILL & SUSHI,01/12/2017,251 1ST AVE N,LIC24755,12042,82,Routine,44.9822,-93.27071
13932,DONG HAE KOREAN GRILL & SUSHI,02/06/2018,251 1ST AVE N,LIC24755,181366,86,Routine,44.9822,-93.27071
13942,DONG HAE KOREAN GRILL & SUSHI,02/13/2017,251 1ST AVE N,LIC24755,181367,96,Follow-Up,44.9822,-93.27071
13956,DONG HAE KOREAN GRILL & SUSHI,03/14/2017,251 1ST AVE N,LIC24755,190427,98,Follow-Up,44.9822,-93.27071
13966,DONG HAE KOREAN GRILL & SUSHI,01/25/2019,251 1ST AVE N,LIC24755,242463,76,Routine,44.9822,-93.27071
13984,DONG HAE KOREAN GRILL & SUSHI,04/04/2018,251 1ST AVE N,LIC24755,242464,92,Follow-Up,44.9822,-93.27071
13992,DONG HAE KOREAN GRILL & SUSHI,05/15/2018,251 1ST AVE N,LIC24755,247489,96,Follow-Up,44.9822,-93.27071
13999,DONG HAE KOREAN GRILL & SUSHI,03/27/2019,251 1ST AVE N,LIC24755,294174,90,Follow-Up,44.9822,-93.27071
14009,DONG HAE KOREAN GRILL & SUSHI,05/04/2019,251 1ST AVE N,LIC24755,307934,90,Follow-Up,44.9822,-93.27071
14018,DONG HAE KOREAN GRILL & SUSHI,06/06/2019,251 1ST AVE N,LIC24755,309979,94,Follow-Up,44.9822,-93.27071
14024,CAJUN BOILING,01/22/2018,1931 NICOLLET AVE,LIC354436,228100,84,Routine,44.96284,-93.27744
14044,CAJUN BOILING,01/23/2019,1931 NICOLLET AVE,LIC354436,241560,94,Routine,44.96284,-93.27744
14051,CAJUN BOILING,03/05/2018,1931 NICOLLET AVE,LIC354436,241561,100,Follow-Up,44.96284,-93.27744
14056,CAJUN BOILING,03/12/2019,1931 NICOLLET AVE,LIC354436,292978,96,Follow-Up,44.96284,-93.27744
14061,SPROUT SALAD COMPANY,10/25/2017,309 HURON BLVD SE,LIC37854,36319,96,Routine,44.97321,-93.22313
14065,SPROUT SALAD COMPANY,11/06/2018,309 HURON BLVD SE,LIC37854,230959,100,Routine,44.97321,-93.22313
14075,SPROUT SALAD COMPANY,11/08/2019,309 HURON BLVD SE,LIC37854,278708,86,Routine,44.97321,-93.22313
14085,SPROUT SALAD COMPANY,01/06/2020,309 HURON BLVD SE,LIC37854,336581,96,Follow-Up,44.97321,-93.22313
14089,ESKER GROVE,07/11/2017,725 VINELAND PL,LIC43950,46322,92,Routine,44.96847,-93.2892
14094,ESKER GROVE,07/10/2018,725 VINELAND PL,LIC43950,205250,100,Routine,44.96847,-93.2892
14097,ESKER GROVE,09/20/2017,725 VINELAND PL,LIC43950,205251,100,Follow-Up,44.96847,-93.2892
14098,ESKER GROVE,07/19/2019,725 VINELAND PL,LIC43950,254757,100,Routine,44.96847,-93.2892
14100,KIKU BISTRO,02/10/2017,2819 HENNEPIN AVE,LIC25337,13064,96,Follow-Up,44.9512,-93.29787
14108,KIKU BISTRO,02/08/2018,2819 HENNEPIN AVE,LIC25337,13065,82,Routine,44.9512,-93.29787
14123,KIKU BISTRO,02/08/2019,2819 HENNEPIN AVE,LIC25337,243221,96,Routine,44.9512,-93.29787
14128,KIKU BISTRO,04/25/2018,2819 HENNEPIN AVE,LIC25337,243836,98,Follow-Up,44.9512,-93.29787
14132,PARKWAY PIZZA,03/01/2017,2851 JOHNSON ST NE,LIC29835,22184,86,Routine,45.02025,-93.23674
14142,PARKWAY PIZZA,03/01/2018,2851 JOHNSON ST NE,LIC29835,191540,100,Routine,45.02025,-93.23674
14147,PARKWAY PIZZA,04/25/2017,2851 JOHNSON ST NE,LIC29835,194016,98,Follow-Up,45.02025,-93.23674
14153,PARKWAY PIZZA,03/01/2019,2851 JOHNSON ST NE,LIC29835,245426,100,Routine,45.02025,-93.23674
14160,MACKENZIE,08/10/2017,918 HENNEPIN AVE,LIC44887,48097,98,Routine,44.97638,-93.27769
14166,MACKENZIE,08/17/2018,918 HENNEPIN AVE,LIC44887,218535,96,Routine,44.97638,-93.27769
14172,MACKENZIE,08/15/2019,918 HENNEPIN AVE,LIC44887,270802,92,Routine,44.97638,-93.27769
14225,THE 508,05/09/2017,508 1ST AVE N,LIC30633,23647,82,Routine,44.9804,-93.27433
14237,THE 508,05/02/2018,508 1ST AVE N,LIC30633,198226,74,Routine,44.9804,-93.27433
14257,THE 508,06/14/2017,508 1ST AVE N,LIC30633,198227,100,Follow-Up,44.9804,-93.27433
14260,THE 508,04/30/2019,508 1ST AVE N,LIC30633,249293,96,Routine,44.9804,-93.27433
14263,THE 508,06/05/2018,508 1ST AVE N,LIC30633,249294,100,Follow-Up,44.9804,-93.27433
14265,ILLUSION THEATER,01/12/2017,528 HENNEPIN AVE,LIC40638,40181,100,Routine,44.9794,-93.27351
14270,ILLUSION THEATER,01/23/2019,528 HENNEPIN AVE,LIC40638,185802,100,Routine,44.9794,-93.27351
14271,BROTHERS,07/05/2017,430 1ST AVE N,LIC47425,52474,100,Routine,44.98088,-93.27368
14275,BROTHERS,07/05/2018,430 1ST AVE N,LIC47425,203559,96,Routine,44.98088,-93.27368
14285,BROTHERS,07/15/2019,430 1ST AVE N,LIC47425,254240,92,Routine,44.98088,-93.27368
14293,BROTHERS,07/25/2018,430 1ST AVE N,LIC47425,254241,100,Follow-Up,44.98088,-93.27368
14296,VITALIS,02/13/2018,1300 NICOLLET MALL,LIC359098,234732,86,Routine,44.97086,-93.27826
